month,bunker_type,bunker_sales
1999-01,Marine Fuel Oil 180 cst,338.506
1999-01,Marine Fuel Oil 380 cst,1028.361
1999-01,Marine Fuel Oil 500 cst +,0
1999-01,Low-Sulfur Marine Gas Oil,0
1999-01,Low-Sulfur Fuel Oil 100 cst,0
1999-01,Low-Sulfur Fuel Oil 180 cst,0
1999-01,Low-Sulfur Fuel Oil 380 cst,0
1999-01,Low-Sulfur Fuel Oil 500 cst,0
1999-01,Ultra Low-Sulfur Fuel Oil,0
1999-01,Others,69.716
1999-02,Marine Gas Oil,115.831
1999-02,Marine Diesel Oil,29.097
1999-02,Marine Fuel Oil 180 cst,293.356
1999-02,Marine Fuel Oil 380 cst,1086.696
1999-02,Marine Fuel Oil 500 cst +,0
1999-02,Low-Sulfur Marine Gas Oil,0
1999-02,Low-Sulfur Fuel Oil 100 cst,0
1999-02,Low-Sulfur Fuel Oil 180 cst,0
1999-02,Low-Sulfur Fuel Oil 380 cst,0
1999-02,Low-Sulfur Fuel Oil 500 cst,0
1999-02,Ultra Low-Sulfur Fuel Oil,0
1999-02,Others,59.8
1999-03,Marine Gas Oil,140.829
1999-03,Marine Diesel Oil,31.836
1999-03,Marine Fuel Oil 180 cst,360.811
1999-03,Marine Fuel Oil 380 cst,1134.307
1999-03,Marine Fuel Oil 500 cst +,0
1999-03,Low-Sulfur Marine Gas Oil,0
1999-03,Low-Sulfur Fuel Oil 100 cst,0
1999-03,Low-Sulfur Fuel Oil 180 cst,0
1999-03,Low-Sulfur Fuel Oil 380 cst,0
1999-03,Low-Sulfur Fuel Oil 500 cst,0
1999-03,Ultra Low-Sulfur Fuel Oil,0
1999-03,Others,67.768
1999-04,Marine Gas Oil,118.102
1999-04,Marine Diesel Oil,34.846
1999-04,Marine Fuel Oil 180 cst,332.531
1999-04,Marine Fuel Oil 380 cst,1091.536
1999-04,Marine Fuel Oil 500 cst +,0
1999-04,Low-Sulfur Marine Gas Oil,0
1999-04,Low-Sulfur Fuel Oil 100 cst,0
1999-04,Low-Sulfur Fuel Oil 180 cst,0
1999-04,Low-Sulfur Fuel Oil 380 cst,0
1999-04,Low-Sulfur Fuel Oil 500 cst,0
1999-04,Ultra Low-Sulfur Fuel Oil,0
1999-04,Others,70.006
1999-05,Marine Gas Oil,112.352
1999-05,Marine Diesel Oil,33.049
1999-05,Marine Fuel Oil 180 cst,299.605
1999-05,Marine Fuel Oil 380 cst,1061.382
1999-05,Marine Fuel Oil 500 cst +,0
1999-05,Low-Sulfur Marine Gas Oil,0
1999-05,Low-Sulfur Fuel Oil 100 cst,0
1999-05,Low-Sulfur Fuel Oil 180 cst,0
1999-05,Low-Sulfur Fuel Oil 380 cst,0
1999-05,Low-Sulfur Fuel Oil 500 cst,0
1999-05,Ultra Low-Sulfur Fuel Oil,0
1999-05,Others,57.904
1999-06,Marine Gas Oil,106.88
1999-06,Marine Diesel Oil,33.604
1999-06,Marine Fuel Oil 180 cst,277.601
1999-06,Marine Fuel Oil 380 cst,1049.215
1999-06,Marine Fuel Oil 500 cst +,0
1999-06,Low-Sulfur Marine Gas Oil,0
1999-06,Low-Sulfur Fuel Oil 100 cst,0
1999-06,Low-Sulfur Fuel Oil 180 cst,0
1999-06,Low-Sulfur Fuel Oil 380 cst,0
1999-06,Low-Sulfur Fuel Oil 500 cst,0
1999-06,Ultra Low-Sulfur Fuel Oil,0
1999-06,Others,52.702
1999-07,Marine Gas Oil,109.86
1999-07,Marine Diesel Oil,33.226
1999-07,Marine Fuel Oil 180 cst,298.876
1999-07,Marine Fuel Oil 380 cst,1116.701
1999-07,Marine Fuel Oil 500 cst +,0
1999-07,Low-Sulfur Marine Gas Oil,0
1999-07,Low-Sulfur Fuel Oil 100 cst,0
1999-07,Low-Sulfur Fuel Oil 180 cst,0
1999-07,Low-Sulfur Fuel Oil 380 cst,0
1999-07,Low-Sulfur Fuel Oil 500 cst,0
1999-07,Ultra Low-Sulfur Fuel Oil,0
1999-07,Others,70.845
1999-08,Marine Gas Oil,111.586
1999-08,Marine Diesel Oil,36.467
1999-08,Marine Fuel Oil 180 cst,317.102
1999-08,Marine Fuel Oil 380 cst,1127.299
1999-08,Marine Fuel Oil 500 cst +,0
1999-08,Low-Sulfur Marine Gas Oil,0
1999-08,Low-Sulfur Fuel Oil 100 cst,0
1999-08,Low-Sulfur Fuel Oil 180 cst,0
1999-08,Low-Sulfur Fuel Oil 380 cst,0
1999-08,Low-Sulfur Fuel Oil 500 cst,0
1999-08,Ultra Low-Sulfur Fuel Oil,0
1999-08,Others,64.253
1999-09,Marine Gas Oil,104.51
1999-09,Marine Diesel Oil,34.317
1999-09,Marine Fuel Oil 180 cst,306.75
1999-09,Marine Fuel Oil 380 cst,993.738
1999-09,Marine Fuel Oil 500 cst +,0
1999-09,Low-Sulfur Marine Gas Oil,0
1999-09,Low-Sulfur Fuel Oil 100 cst,0
1999-09,Low-Sulfur Fuel Oil 180 cst,0
1999-09,Low-Sulfur Fuel Oil 380 cst,0
1999-09,Low-Sulfur Fuel Oil 500 cst,0
1999-09,Ultra Low-Sulfur Fuel Oil,0
1999-09,Others,45.588
1999-10,Marine Gas Oil,100.025
1999-10,Marine Diesel Oil,35.583
1999-10,Marine Fuel Oil 180 cst,293.213
1999-10,Marine Fuel Oil 380 cst,1074.85
1999-10,Marine Fuel Oil 500 cst +,0
1999-10,Low-Sulfur Marine Gas Oil,0
1999-10,Low-Sulfur Fuel Oil 100 cst,0
1999-10,Low-Sulfur Fuel Oil 180 cst,0
1999-10,Low-Sulfur Fuel Oil 380 cst,0
1999-10,Low-Sulfur Fuel Oil 500 cst,0
1999-10,Ultra Low-Sulfur Fuel Oil,0
1999-10,Others,71.179
1999-11,Marine Gas Oil,90.357
1999-11,Marine Diesel Oil,31.516
1999-11,Marine Fuel Oil 180 cst,255.744
1999-11,Marine Fuel Oil 380 cst,907.931
1999-11,Marine Fuel Oil 500 cst +,0
1999-11,Low-Sulfur Marine Gas Oil,0
1999-11,Low-Sulfur Fuel Oil 100 cst,0
1999-11,Low-Sulfur Fuel Oil 180 cst,0
1999-11,Low-Sulfur Fuel Oil 380 cst,0
1999-11,Low-Sulfur Fuel Oil 500 cst,0
1999-11,Ultra Low-Sulfur Fuel Oil,0
1999-11,Others,48.553
1999-12,Marine Gas Oil,106.194
1999-12,Marine Diesel Oil,31.748
1999-12,Marine Fuel Oil 180 cst,285.26
1999-12,Marine Fuel Oil 380 cst,1079.523
1999-12,Marine Fuel Oil 500 cst +,0
1999-12,Low-Sulfur Marine Gas Oil,0
1999-12,Low-Sulfur Fuel Oil 100 cst,0
1999-12,Low-Sulfur Fuel Oil 180 cst,0
1999-12,Low-Sulfur Fuel Oil 380 cst,0
1999-12,Low-Sulfur Fuel Oil 500 cst,0
1999-12,Ultra Low-Sulfur Fuel Oil,0
1999-12,Others,59.485
2000-01,Marine Gas Oil,105.872
2000-01,Marine Diesel Oil,27.977
2000-01,Marine Fuel Oil 180 cst,273.148
2000-01,Marine Fuel Oil 380 cst,1051.57
2000-01,Marine Fuel Oil 500 cst +,0
2000-01,Low-Sulfur Marine Gas Oil,0
2000-01,Low-Sulfur Fuel Oil 100 cst,0
2000-01,Low-Sulfur Fuel Oil 180 cst,0
2000-01,Low-Sulfur Fuel Oil 380 cst,0
2000-01,Low-Sulfur Fuel Oil 500 cst,0
2000-01,Ultra Low-Sulfur Fuel Oil,0
2000-01,Others,145.13
2000-02,Marine Gas Oil,89.624
2000-02,Marine Diesel Oil,27.131
2000-02,Marine Fuel Oil 180 cst,246.582
2000-02,Marine Fuel Oil 380 cst,1015.423
2000-02,Marine Fuel Oil 500 cst +,0
2000-02,Low-Sulfur Marine Gas Oil,0
2000-02,Low-Sulfur Fuel Oil 100 cst,0
2000-02,Low-Sulfur Fuel Oil 180 cst,0
2000-02,Low-Sulfur Fuel Oil 380 cst,0
2000-02,Low-Sulfur Fuel Oil 500 cst,0
2000-02,Ultra Low-Sulfur Fuel Oil,0
2000-02,Others,46.874
2000-03,Marine Gas Oil,92.76
2000-03,Marine Diesel Oil,23.85
2000-03,Marine Fuel Oil 180 cst,215.528
2000-03,Marine Fuel Oil 380 cst,980.969
2000-03,Marine Fuel Oil 500 cst +,0
2000-03,Low-Sulfur Marine Gas Oil,0
2000-03,Low-Sulfur Fuel Oil 100 cst,0
2000-03,Low-Sulfur Fuel Oil 180 cst,0
2000-03,Low-Sulfur Fuel Oil 380 cst,0
2000-03,Low-Sulfur Fuel Oil 500 cst,0
2000-03,Ultra Low-Sulfur Fuel Oil,0
2000-03,Others,43.517
2000-04,Marine Gas Oil,101.223
2000-04,Marine Diesel Oil,23.478
2000-04,Marine Fuel Oil 180 cst,248.008
2000-04,Marine Fuel Oil 380 cst,1051.391
2000-04,Marine Fuel Oil 500 cst +,0
2000-04,Low-Sulfur Marine Gas Oil,0
2000-04,Low-Sulfur Fuel Oil 100 cst,0
2000-04,Low-Sulfur Fuel Oil 180 cst,0
2000-04,Low-Sulfur Fuel Oil 380 cst,0
2000-04,Low-Sulfur Fuel Oil 500 cst,0
2000-04,Ultra Low-Sulfur Fuel Oil,0
2000-04,Others,52.354
2000-05,Marine Gas Oil,100.24
2000-05,Marine Diesel Oil,29.084
2000-05,Marine Fuel Oil 180 cst,287.099
2000-05,Marine Fuel Oil 380 cst,1110.415
2000-05,Marine Fuel Oil 500 cst +,0
2000-05,Low-Sulfur Marine Gas Oil,0
2000-05,Low-Sulfur Fuel Oil 100 cst,0
2000-05,Low-Sulfur Fuel Oil 180 cst,0
2000-05,Low-Sulfur Fuel Oil 380 cst,0
2000-05,Low-Sulfur Fuel Oil 500 cst,0
2000-05,Ultra Low-Sulfur Fuel Oil,0
2000-05,Others,39.066
2000-06,Marine Gas Oil,105.529
2000-06,Marine Diesel Oil,24.231
2000-06,Marine Fuel Oil 180 cst,270.388
2000-06,Marine Fuel Oil 380 cst,1105.865
2000-06,Marine Fuel Oil 500 cst +,0
2000-06,Low-Sulfur Marine Gas Oil,0
2000-06,Low-Sulfur Fuel Oil 100 cst,0
2000-06,Low-Sulfur Fuel Oil 180 cst,0
2000-06,Low-Sulfur Fuel Oil 380 cst,0
2000-06,Low-Sulfur Fuel Oil 500 cst,0
2000-06,Ultra Low-Sulfur Fuel Oil,0
2000-06,Others,49.78
2000-07,Marine Gas Oil,104.455
2000-07,Marine Diesel Oil,22.435
2000-07,Marine Fuel Oil 180 cst,275.776
2000-07,Marine Fuel Oil 380 cst,1170.165
2000-07,Marine Fuel Oil 500 cst +,0
2000-07,Low-Sulfur Marine Gas Oil,0
2000-07,Low-Sulfur Fuel Oil 100 cst,0
2000-07,Low-Sulfur Fuel Oil 180 cst,0
2000-07,Low-Sulfur Fuel Oil 380 cst,0
2000-07,Low-Sulfur Fuel Oil 500 cst,0
2000-07,Ultra Low-Sulfur Fuel Oil,0
2000-07,Others,48.596
2000-08,Marine Gas Oil,108.173
2000-08,Marine Diesel Oil,24.362
2000-08,Marine Fuel Oil 180 cst,294.152
2000-08,Marine Fuel Oil 380 cst,1260.114
2000-08,Marine Fuel Oil 500 cst +,0
2000-08,Low-Sulfur Marine Gas Oil,0
2000-08,Low-Sulfur Fuel Oil 100 cst,0
2000-08,Low-Sulfur Fuel Oil 180 cst,0
2000-08,Low-Sulfur Fuel Oil 380 cst,0
2000-08,Low-Sulfur Fuel Oil 500 cst,0
2000-08,Ultra Low-Sulfur Fuel Oil,0
2000-08,Others,45.487
2000-09,Marine Gas Oil,108.221
2000-09,Marine Diesel Oil,17.104
2000-09,Marine Fuel Oil 180 cst,237.719
2000-09,Marine Fuel Oil 380 cst,1117.684
2000-09,Marine Fuel Oil 500 cst +,0
2000-09,Low-Sulfur Marine Gas Oil,0
2000-09,Low-Sulfur Fuel Oil 100 cst,0
2000-09,Low-Sulfur Fuel Oil 180 cst,0
2000-09,Low-Sulfur Fuel Oil 380 cst,0
2000-09,Low-Sulfur Fuel Oil 500 cst,0
2000-09,Ultra Low-Sulfur Fuel Oil,0
2000-09,Others,55.269
2000-10,Marine Gas Oil,102.244
2000-10,Marine Diesel Oil,34.029
2000-10,Marine Fuel Oil 180 cst,272.147
2000-10,Marine Fuel Oil 380 cst,1114.446
2000-10,Marine Fuel Oil 500 cst +,0
2000-10,Low-Sulfur Marine Gas Oil,0
2000-10,Low-Sulfur Fuel Oil 100 cst,0
2000-10,Low-Sulfur Fuel Oil 180 cst,0
2000-10,Low-Sulfur Fuel Oil 380 cst,0
2000-10,Low-Sulfur Fuel Oil 500 cst,0
2000-10,Ultra Low-Sulfur Fuel Oil,0
2000-10,Others,49.612
2000-11,Marine Gas Oil,109.885
2000-11,Marine Diesel Oil,21.132
2000-11,Marine Fuel Oil 180 cst,267.332
2000-11,Marine Fuel Oil 380 cst,1008.926
2000-11,Marine Fuel Oil 500 cst +,0
2000-11,Low-Sulfur Marine Gas Oil,0
2000-11,Low-Sulfur Fuel Oil 100 cst,0
2000-11,Low-Sulfur Fuel Oil 180 cst,0
2000-11,Low-Sulfur Fuel Oil 380 cst,0
2000-11,Low-Sulfur Fuel Oil 500 cst,0
2000-11,Ultra Low-Sulfur Fuel Oil,0
2000-11,Others,50.021
2000-12,Marine Gas Oil,129.538
2000-12,Marine Diesel Oil,21.851
2000-12,Marine Fuel Oil 180 cst,290.357
2000-12,Marine Fuel Oil 380 cst,1253.539
2000-12,Marine Fuel Oil 500 cst +,0
2000-12,Low-Sulfur Marine Gas Oil,0
2000-12,Low-Sulfur Fuel Oil 100 cst,0
2000-12,Low-Sulfur Fuel Oil 180 cst,0
2000-12,Low-Sulfur Fuel Oil 380 cst,0
2000-12,Low-Sulfur Fuel Oil 500 cst,0
2000-12,Ultra Low-Sulfur Fuel Oil,0
2000-12,Others,51.92
2001-01,Marine Gas Oil,125.176
2001-01,Marine Diesel Oil,26.658
2001-01,Marine Fuel Oil 180 cst,318.181
2001-01,Marine Fuel Oil 380 cst,1197.505
2001-01,Marine Fuel Oil 500 cst +,0
2001-01,Low-Sulfur Marine Gas Oil,0
2001-01,Low-Sulfur Fuel Oil 100 cst,0
2001-01,Low-Sulfur Fuel Oil 180 cst,0
2001-01,Low-Sulfur Fuel Oil 380 cst,0
2001-01,Low-Sulfur Fuel Oil 500 cst,0
2001-01,Ultra Low-Sulfur Fuel Oil,0
2001-01,Others,50.377
2001-02,Marine Gas Oil,118.274
2001-02,Marine Diesel Oil,24.191
2001-02,Marine Fuel Oil 180 cst,254
2001-02,Marine Fuel Oil 380 cst,1088.241
2001-02,Marine Fuel Oil 500 cst +,0
2001-02,Low-Sulfur Marine Gas Oil,0
2001-02,Low-Sulfur Fuel Oil 100 cst,0
2001-02,Low-Sulfur Fuel Oil 180 cst,0
2001-02,Low-Sulfur Fuel Oil 380 cst,0
2001-02,Low-Sulfur Fuel Oil 500 cst,0
2001-02,Ultra Low-Sulfur Fuel Oil,0
2001-02,Others,48.771
2001-03,Marine Gas Oil,123.577
2001-03,Marine Diesel Oil,20.926
2001-03,Marine Fuel Oil 180 cst,248.265
2001-03,Marine Fuel Oil 380 cst,1188.522
2001-03,Marine Fuel Oil 500 cst +,0
2001-03,Low-Sulfur Marine Gas Oil,0
2001-03,Low-Sulfur Fuel Oil 100 cst,0
2001-03,Low-Sulfur Fuel Oil 180 cst,0
2001-03,Low-Sulfur Fuel Oil 380 cst,0
2001-03,Low-Sulfur Fuel Oil 500 cst,0
2001-03,Ultra Low-Sulfur Fuel Oil,0
2001-03,Others,47.552
2001-04,Marine Gas Oil,118.857
2001-04,Marine Diesel Oil,20.306
2001-04,Marine Fuel Oil 180 cst,259.559
2001-04,Marine Fuel Oil 380 cst,1276.44
2001-04,Marine Fuel Oil 500 cst +,0
2001-04,Low-Sulfur Marine Gas Oil,0
2001-04,Low-Sulfur Fuel Oil 100 cst,0
2001-04,Low-Sulfur Fuel Oil 180 cst,0
2001-04,Low-Sulfur Fuel Oil 380 cst,0
2001-04,Low-Sulfur Fuel Oil 500 cst,0
2001-04,Ultra Low-Sulfur Fuel Oil,0
2001-04,Others,39.357
2001-05,Marine Gas Oil,118.44
2001-05,Marine Diesel Oil,19.909
2001-05,Marine Fuel Oil 180 cst,254.615
2001-05,Marine Fuel Oil 380 cst,1126.422
2001-05,Marine Fuel Oil 500 cst +,0
2001-05,Low-Sulfur Marine Gas Oil,0
2001-05,Low-Sulfur Fuel Oil 100 cst,0
2001-05,Low-Sulfur Fuel Oil 180 cst,0
2001-05,Low-Sulfur Fuel Oil 380 cst,0
2001-05,Low-Sulfur Fuel Oil 500 cst,0
2001-05,Ultra Low-Sulfur Fuel Oil,0
2001-05,Others,50.487
2001-06,Marine Gas Oil,120.484
2001-06,Marine Diesel Oil,17.133
2001-06,Marine Fuel Oil 180 cst,238.262
2001-06,Marine Fuel Oil 380 cst,1216.722
2001-06,Marine Fuel Oil 500 cst +,0
2001-06,Low-Sulfur Marine Gas Oil,0
2001-06,Low-Sulfur Fuel Oil 100 cst,0
2001-06,Low-Sulfur Fuel Oil 180 cst,0
2001-06,Low-Sulfur Fuel Oil 380 cst,0
2001-06,Low-Sulfur Fuel Oil 500 cst,0
2001-06,Ultra Low-Sulfur Fuel Oil,0
2001-06,Others,38.863
2001-07,Marine Gas Oil,161.923
2001-07,Marine Diesel Oil,19.386
2001-07,Marine Fuel Oil 180 cst,296.578
2001-07,Marine Fuel Oil 380 cst,1255.611
2001-07,Marine Fuel Oil 500 cst +,0
2001-07,Low-Sulfur Marine Gas Oil,0
2001-07,Low-Sulfur Fuel Oil 100 cst,0
2001-07,Low-Sulfur Fuel Oil 180 cst,0
2001-07,Low-Sulfur Fuel Oil 380 cst,0
2001-07,Low-Sulfur Fuel Oil 500 cst,0
2001-07,Ultra Low-Sulfur Fuel Oil,0
2001-07,Others,50.152
2001-08,Marine Gas Oil,136.196
2001-08,Marine Diesel Oil,23.989
2001-08,Marine Fuel Oil 180 cst,271.271
2001-08,Marine Fuel Oil 380 cst,1260.065
2001-08,Marine Fuel Oil 500 cst +,0
2001-08,Low-Sulfur Marine Gas Oil,0
2001-08,Low-Sulfur Fuel Oil 100 cst,0
2001-08,Low-Sulfur Fuel Oil 180 cst,0
2001-08,Low-Sulfur Fuel Oil 380 cst,0
2001-08,Low-Sulfur Fuel Oil 500 cst,0
2001-08,Ultra Low-Sulfur Fuel Oil,0
2001-08,Others,45.83
2001-09,Marine Gas Oil,130.425
2001-09,Marine Diesel Oil,20.461
2001-09,Marine Fuel Oil 180 cst,254.407
2001-09,Marine Fuel Oil 380 cst,1275.985
2001-09,Marine Fuel Oil 500 cst +,0
2001-09,Low-Sulfur Marine Gas Oil,0
2001-09,Low-Sulfur Fuel Oil 100 cst,0
2001-09,Low-Sulfur Fuel Oil 180 cst,0
2001-09,Low-Sulfur Fuel Oil 380 cst,0
2001-09,Low-Sulfur Fuel Oil 500 cst,0
2001-09,Ultra Low-Sulfur Fuel Oil,0
2001-09,Others,46.805
2001-10,Marine Gas Oil,158.085
2001-10,Marine Diesel Oil,19.295
2001-10,Marine Fuel Oil 180 cst,273.35
2001-10,Marine Fuel Oil 380 cst,1379.833
2001-10,Marine Fuel Oil 500 cst +,0
2001-10,Low-Sulfur Marine Gas Oil,0
2001-10,Low-Sulfur Fuel Oil 100 cst,0
2001-10,Low-Sulfur Fuel Oil 180 cst,0
2001-10,Low-Sulfur Fuel Oil 380 cst,0
2001-10,Low-Sulfur Fuel Oil 500 cst,0
2001-10,Ultra Low-Sulfur Fuel Oil,0
2001-10,Others,47.154
2001-11,Marine Gas Oil,157.767
2001-11,Marine Diesel Oil,18.388
2001-11,Marine Fuel Oil 180 cst,258.95
2001-11,Marine Fuel Oil 380 cst,1224.319
2001-11,Marine Fuel Oil 500 cst +,0
2001-11,Low-Sulfur Marine Gas Oil,0
2001-11,Low-Sulfur Fuel Oil 100 cst,0
2001-11,Low-Sulfur Fuel Oil 180 cst,0
2001-11,Low-Sulfur Fuel Oil 380 cst,0
2001-11,Low-Sulfur Fuel Oil 500 cst,0
2001-11,Ultra Low-Sulfur Fuel Oil,0
2001-11,Others,47.509
2001-12,Marine Gas Oil,206.143
2001-12,Marine Diesel Oil,19.157
2001-12,Marine Fuel Oil 180 cst,280.086
2001-12,Marine Fuel Oil 380 cst,1178.99
2001-12,Marine Fuel Oil 500 cst +,0
2001-12,Low-Sulfur Marine Gas Oil,0
2001-12,Low-Sulfur Fuel Oil 100 cst,0
2001-12,Low-Sulfur Fuel Oil 180 cst,0
2001-12,Low-Sulfur Fuel Oil 380 cst,0
2001-12,Low-Sulfur Fuel Oil 500 cst,0
2001-12,Ultra Low-Sulfur Fuel Oil,0
2001-12,Others,37.483
2002-01,Marine Gas Oil,163.682
2002-01,Marine Diesel Oil,20.034
2002-01,Marine Fuel Oil 180 cst,254.592
2002-01,Marine Fuel Oil 380 cst,1125.811
2002-01,Marine Fuel Oil 500 cst +,0
2002-01,Low-Sulfur Marine Gas Oil,0
2002-01,Low-Sulfur Fuel Oil 100 cst,0
2002-01,Low-Sulfur Fuel Oil 180 cst,0
2002-01,Low-Sulfur Fuel Oil 380 cst,0
2002-01,Low-Sulfur Fuel Oil 500 cst,0
2002-01,Ultra Low-Sulfur Fuel Oil,0
2002-01,Others,47.437
2002-02,Marine Gas Oil,147.538
2002-02,Marine Diesel Oil,14.517
2002-02,Marine Fuel Oil 180 cst,237.689
2002-02,Marine Fuel Oil 380 cst,1145.77
2002-02,Marine Fuel Oil 500 cst +,0
2002-02,Low-Sulfur Marine Gas Oil,0
2002-02,Low-Sulfur Fuel Oil 100 cst,0
2002-02,Low-Sulfur Fuel Oil 180 cst,0
2002-02,Low-Sulfur Fuel Oil 380 cst,0
2002-02,Low-Sulfur Fuel Oil 500 cst,0
2002-02,Ultra Low-Sulfur Fuel Oil,0
2002-02,Others,48.743
2002-03,Marine Gas Oil,172.129
2002-03,Marine Diesel Oil,17.865
2002-03,Marine Fuel Oil 180 cst,252.617
2002-03,Marine Fuel Oil 380 cst,1176.006
2002-03,Marine Fuel Oil 500 cst +,0
2002-03,Low-Sulfur Marine Gas Oil,0
2002-03,Low-Sulfur Fuel Oil 100 cst,0
2002-03,Low-Sulfur Fuel Oil 180 cst,0
2002-03,Low-Sulfur Fuel Oil 380 cst,0
2002-03,Low-Sulfur Fuel Oil 500 cst,0
2002-03,Ultra Low-Sulfur Fuel Oil,0
2002-03,Others,62.789
2002-04,Marine Gas Oil,147.98
2002-04,Marine Diesel Oil,16.431
2002-04,Marine Fuel Oil 180 cst,234.342
2002-04,Marine Fuel Oil 380 cst,1206.943
2002-04,Marine Fuel Oil 500 cst +,0
2002-04,Low-Sulfur Marine Gas Oil,0
2002-04,Low-Sulfur Fuel Oil 100 cst,0
2002-04,Low-Sulfur Fuel Oil 180 cst,0
2002-04,Low-Sulfur Fuel Oil 380 cst,0
2002-04,Low-Sulfur Fuel Oil 500 cst,0
2002-04,Ultra Low-Sulfur Fuel Oil,0
2002-04,Others,76.021
2002-05,Marine Gas Oil,139.571
2002-05,Marine Diesel Oil,18.944
2002-05,Marine Fuel Oil 180 cst,239.958
2002-05,Marine Fuel Oil 380 cst,1231.773
2002-05,Marine Fuel Oil 500 cst +,0
2002-05,Low-Sulfur Marine Gas Oil,0
2002-05,Low-Sulfur Fuel Oil 100 cst,0
2002-05,Low-Sulfur Fuel Oil 180 cst,0
2002-05,Low-Sulfur Fuel Oil 380 cst,0
2002-05,Low-Sulfur Fuel Oil 500 cst,0
2002-05,Ultra Low-Sulfur Fuel Oil,0
2002-05,Others,59.994
2002-06,Marine Gas Oil,139.1
2002-06,Marine Diesel Oil,14.383
2002-06,Marine Fuel Oil 180 cst,228.744
2002-06,Marine Fuel Oil 380 cst,1216.907
2002-06,Marine Fuel Oil 500 cst +,0
2002-06,Low-Sulfur Marine Gas Oil,0
2002-06,Low-Sulfur Fuel Oil 100 cst,0
2002-06,Low-Sulfur Fuel Oil 180 cst,0
2002-06,Low-Sulfur Fuel Oil 380 cst,0
2002-06,Low-Sulfur Fuel Oil 500 cst,0
2002-06,Ultra Low-Sulfur Fuel Oil,0
2002-06,Others,55.043
2002-07,Marine Gas Oil,169.242
2002-07,Marine Diesel Oil,16.841
2002-07,Marine Fuel Oil 180 cst,216.578
2002-07,Marine Fuel Oil 380 cst,1156.394
2002-07,Marine Fuel Oil 500 cst +,0
2002-07,Low-Sulfur Marine Gas Oil,0
2002-07,Low-Sulfur Fuel Oil 100 cst,0
2002-07,Low-Sulfur Fuel Oil 180 cst,0
2002-07,Low-Sulfur Fuel Oil 380 cst,0
2002-07,Low-Sulfur Fuel Oil 500 cst,0
2002-07,Ultra Low-Sulfur Fuel Oil,0
2002-07,Others,82.524
2002-08,Marine Gas Oil,142.609
2002-08,Marine Diesel Oil,14.174
2002-08,Marine Fuel Oil 180 cst,255.717
2002-08,Marine Fuel Oil 380 cst,1163.819
2002-08,Marine Fuel Oil 500 cst +,0
2002-08,Low-Sulfur Marine Gas Oil,0
2002-08,Low-Sulfur Fuel Oil 100 cst,0
2002-08,Low-Sulfur Fuel Oil 180 cst,0
2002-08,Low-Sulfur Fuel Oil 380 cst,0
2002-08,Low-Sulfur Fuel Oil 500 cst,0
2002-08,Ultra Low-Sulfur Fuel Oil,0
2002-08,Others,87.872
2002-09,Marine Gas Oil,144.082
2002-09,Marine Diesel Oil,14.779
2002-09,Marine Fuel Oil 180 cst,210.82
2002-09,Marine Fuel Oil 380 cst,1156.552
2002-09,Marine Fuel Oil 500 cst +,0
2002-09,Low-Sulfur Marine Gas Oil,0
2002-09,Low-Sulfur Fuel Oil 100 cst,0
2002-09,Low-Sulfur Fuel Oil 180 cst,0
2002-09,Low-Sulfur Fuel Oil 380 cst,0
2002-09,Low-Sulfur Fuel Oil 500 cst,0
2002-09,Ultra Low-Sulfur Fuel Oil,0
2002-09,Others,83.292
2002-10,Marine Gas Oil,133.832
2002-10,Marine Diesel Oil,13.87
2002-10,Marine Fuel Oil 180 cst,212.364
2002-10,Marine Fuel Oil 380 cst,1251.391
2002-10,Marine Fuel Oil 500 cst +,0
2002-10,Low-Sulfur Marine Gas Oil,0
2002-10,Low-Sulfur Fuel Oil 100 cst,0
2002-10,Low-Sulfur Fuel Oil 180 cst,0
2002-10,Low-Sulfur Fuel Oil 380 cst,0
2002-10,Low-Sulfur Fuel Oil 500 cst,0
2002-10,Ultra Low-Sulfur Fuel Oil,0
2002-10,Others,90.413
2002-11,Marine Gas Oil,120.47
2002-11,Marine Diesel Oil,13.273
2002-11,Marine Fuel Oil 180 cst,252.734
2002-11,Marine Fuel Oil 380 cst,1357.92
2002-11,Marine Fuel Oil 500 cst +,0
2002-11,Low-Sulfur Marine Gas Oil,0
2002-11,Low-Sulfur Fuel Oil 100 cst,0
2002-11,Low-Sulfur Fuel Oil 180 cst,0
2002-11,Low-Sulfur Fuel Oil 380 cst,0
2002-11,Low-Sulfur Fuel Oil 500 cst,0
2002-11,Ultra Low-Sulfur Fuel Oil,0
2002-11,Others,73.232
2002-12,Marine Gas Oil,132.629
2002-12,Marine Diesel Oil,11.963
2002-12,Marine Fuel Oil 180 cst,243.359
2002-12,Marine Fuel Oil 380 cst,1284.938
2002-12,Marine Fuel Oil 500 cst +,0
2002-12,Low-Sulfur Marine Gas Oil,0
2002-12,Low-Sulfur Fuel Oil 100 cst,0
2002-12,Low-Sulfur Fuel Oil 180 cst,0
2002-12,Low-Sulfur Fuel Oil 380 cst,0
2002-12,Low-Sulfur Fuel Oil 500 cst,0
2002-12,Ultra Low-Sulfur Fuel Oil,0
2002-12,Others,75.347
2003-01,Marine Gas Oil,116.067
2003-01,Marine Diesel Oil,21.945
2003-01,Marine Fuel Oil 180 cst,233.671
2003-01,Marine Fuel Oil 380 cst,1334.448
