month,bunker_type,bunker_sales
2003-01,Marine Fuel Oil 500 cst +,0
2003-01,Low-Sulfur Marine Gas Oil,0
2003-01,Low-Sulfur Fuel Oil 100 cst,0
2003-01,Low-Sulfur Fuel Oil 180 cst,0
2003-01,Low-Sulfur Fuel Oil 380 cst,0
2003-01,Low-Sulfur Fuel Oil 500 cst,0
2003-01,Ultra Low-Sulfur Fuel Oil,0
2003-01,Others,93.999
2003-02,Marine Gas Oil,94.503
2003-02,Marine Diesel Oil,11.132
2003-02,Marine Fuel Oil 180 cst,217.701
2003-02,Marine Fuel Oil 380 cst,1188.682
2003-02,Marine Fuel Oil 500 cst +,0
2003-02,Low-Sulfur Marine Gas Oil,0
2003-02,Low-Sulfur Fuel Oil 100 cst,0
2003-02,Low-Sulfur Fuel Oil 180 cst,0
2003-02,Low-Sulfur Fuel Oil 380 cst,0
2003-02,Low-Sulfur Fuel Oil 500 cst,0
2003-02,Ultra Low-Sulfur Fuel Oil,0
2003-02,Others,95.048
2003-03,Marine Gas Oil,109.136
2003-03,Marine Diesel Oil,13.615
2003-03,Marine Fuel Oil 180 cst,224.064
2003-03,Marine Fuel Oil 380 cst,1310.24
2003-03,Marine Fuel Oil 500 cst +,0
2003-03,Low-Sulfur Marine Gas Oil,0
2003-03,Low-Sulfur Fuel Oil 100 cst,0
2003-03,Low-Sulfur Fuel Oil 180 cst,0
2003-03,Low-Sulfur Fuel Oil 380 cst,0
2003-03,Low-Sulfur Fuel Oil 500 cst,0
2003-03,Ultra Low-Sulfur Fuel Oil,0
2003-03,Others,104.096
2003-04,Marine Gas Oil,125.032
2003-04,Marine Diesel Oil,13.495
2003-04,Marine Fuel Oil 180 cst,242.498
2003-04,Marine Fuel Oil 380 cst,1171.303
2003-04,Marine Fuel Oil 500 cst +,0
2003-04,Low-Sulfur Marine Gas Oil,0
2003-04,Low-Sulfur Fuel Oil 100 cst,0
2003-04,Low-Sulfur Fuel Oil 180 cst,0
2003-04,Low-Sulfur Fuel Oil 380 cst,0
2003-04,Low-Sulfur Fuel Oil 500 cst,0
2003-04,Ultra Low-Sulfur Fuel Oil,0
2003-04,Others,107.351
2003-05,Marine Gas Oil,117.827
2003-05,Marine Diesel Oil,12.584
2003-05,Marine Fuel Oil 180 cst,258.79
2003-05,Marine Fuel Oil 380 cst,1251.325
2003-05,Marine Fuel Oil 500 cst +,0
2003-05,Low-Sulfur Marine Gas Oil,0
2003-05,Low-Sulfur Fuel Oil 100 cst,0
2003-05,Low-Sulfur Fuel Oil 180 cst,0
2003-05,Low-Sulfur Fuel Oil 380 cst,0
2003-05,Low-Sulfur Fuel Oil 500 cst,0
2003-05,Ultra Low-Sulfur Fuel Oil,0
2003-05,Others,107.108
2003-06,Marine Gas Oil,115.263
2003-06,Marine Diesel Oil,15.775
2003-06,Marine Fuel Oil 180 cst,231.036
2003-06,Marine Fuel Oil 380 cst,1221.497
2003-06,Marine Fuel Oil 500 cst +,0
2003-06,Low-Sulfur Marine Gas Oil,0
2003-06,Low-Sulfur Fuel Oil 100 cst,0
2003-06,Low-Sulfur Fuel Oil 180 cst,0
2003-06,Low-Sulfur Fuel Oil 380 cst,0
2003-06,Low-Sulfur Fuel Oil 500 cst,0
2003-06,Ultra Low-Sulfur Fuel Oil,0
2003-06,Others,97.471
2003-07,Marine Gas Oil,111.628
2003-07,Marine Diesel Oil,11.77
2003-07,Marine Fuel Oil 180 cst,215.665
2003-07,Marine Fuel Oil 380 cst,1146.049
2003-07,Marine Fuel Oil 500 cst +,0
2003-07,Low-Sulfur Marine Gas Oil,0
2003-07,Low-Sulfur Fuel Oil 100 cst,0
2003-07,Low-Sulfur Fuel Oil 180 cst,0
2003-07,Low-Sulfur Fuel Oil 380 cst,0
2003-07,Low-Sulfur Fuel Oil 500 cst,0
2003-07,Ultra Low-Sulfur Fuel Oil,0
2003-07,Others,119.798
2003-08,Marine Gas Oil,108.591
2003-08,Marine Diesel Oil,12.911
2003-08,Marine Fuel Oil 180 cst,230.019
2003-08,Marine Fuel Oil 380 cst,1268.859
2003-08,Marine Fuel Oil 500 cst +,0
2003-08,Low-Sulfur Marine Gas Oil,0
2003-08,Low-Sulfur Fuel Oil 100 cst,0
2003-08,Low-Sulfur Fuel Oil 180 cst,0
2003-08,Low-Sulfur Fuel Oil 380 cst,0
2003-08,Low-Sulfur Fuel Oil 500 cst,0
2003-08,Ultra Low-Sulfur Fuel Oil,0
2003-08,Others,89.886
2003-09,Marine Gas Oil,107.039
2003-09,Marine Diesel Oil,14.189
2003-09,Marine Fuel Oil 180 cst,243.026
2003-09,Marine Fuel Oil 380 cst,1246.08
2003-09,Marine Fuel Oil 500 cst +,0
2003-09,Low-Sulfur Marine Gas Oil,0
2003-09,Low-Sulfur Fuel Oil 100 cst,0
2003-09,Low-Sulfur Fuel Oil 180 cst,0
2003-09,Low-Sulfur Fuel Oil 380 cst,0
2003-09,Low-Sulfur Fuel Oil 500 cst,0
2003-09,Ultra Low-Sulfur Fuel Oil,0
2003-09,Others,119.783
2003-10,Marine Gas Oil,113.417
2003-10,Marine Diesel Oil,14.262
2003-10,Marine Fuel Oil 180 cst,227.366
2003-10,Marine Fuel Oil 380 cst,1260.348
2003-10,Marine Fuel Oil 500 cst +,0
2003-10,Low-Sulfur Marine Gas Oil,0
2003-10,Low-Sulfur Fuel Oil 100 cst,0
2003-10,Low-Sulfur Fuel Oil 180 cst,0
2003-10,Low-Sulfur Fuel Oil 380 cst,0
2003-10,Low-Sulfur Fuel Oil 500 cst,0
2003-10,Ultra Low-Sulfur Fuel Oil,0
2003-10,Others,120.652
2003-11,Marine Gas Oil,114.33
2003-11,Marine Diesel Oil,11.499
2003-11,Marine Fuel Oil 180 cst,251.553
2003-11,Marine Fuel Oil 380 cst,1286.317
2003-11,Marine Fuel Oil 500 cst +,0
2003-11,Low-Sulfur Marine Gas Oil,0
2003-11,Low-Sulfur Fuel Oil 100 cst,0
2003-11,Low-Sulfur Fuel Oil 180 cst,0
2003-11,Low-Sulfur Fuel Oil 380 cst,0
2003-11,Low-Sulfur Fuel Oil 500 cst,0
2003-11,Ultra Low-Sulfur Fuel Oil,0
2003-11,Others,189.91
2003-12,Marine Gas Oil,102.24
2003-12,Marine Diesel Oil,13.018
2003-12,Marine Fuel Oil 180 cst,228.269
2003-12,Marine Fuel Oil 380 cst,1386.73
2003-12,Marine Fuel Oil 500 cst +,0
2003-12,Low-Sulfur Marine Gas Oil,0
2003-12,Low-Sulfur Fuel Oil 100 cst,0
2003-12,Low-Sulfur Fuel Oil 180 cst,0
2003-12,Low-Sulfur Fuel Oil 380 cst,0
2003-12,Low-Sulfur Fuel Oil 500 cst,0
2003-12,Ultra Low-Sulfur Fuel Oil,0
2003-12,Others,187.061
2004-01,Marine Gas Oil,108.573
2004-01,Marine Diesel Oil,12.211
2004-01,Marine Fuel Oil 180 cst,256.551
2004-01,Marine Fuel Oil 380 cst,1315.156
2004-01,Marine Fuel Oil 500 cst +,0
2004-01,Low-Sulfur Marine Gas Oil,0
2004-01,Low-Sulfur Fuel Oil 100 cst,0
2004-01,Low-Sulfur Fuel Oil 180 cst,0
2004-01,Low-Sulfur Fuel Oil 380 cst,0
2004-01,Low-Sulfur Fuel Oil 500 cst,0
2004-01,Ultra Low-Sulfur Fuel Oil,0
2004-01,Others,166.135
2004-02,Marine Gas Oil,101.677
2004-02,Marine Diesel Oil,10.672
2004-02,Marine Fuel Oil 180 cst,220.166
2004-02,Marine Fuel Oil 380 cst,1251.251
2004-02,Marine Fuel Oil 500 cst +,0
2004-02,Low-Sulfur Marine Gas Oil,0
2004-02,Low-Sulfur Fuel Oil 100 cst,0
2004-02,Low-Sulfur Fuel Oil 180 cst,0
2004-02,Low-Sulfur Fuel Oil 380 cst,0
2004-02,Low-Sulfur Fuel Oil 500 cst,0
2004-02,Ultra Low-Sulfur Fuel Oil,0
2004-02,Others,183.073
2004-03,Marine Gas Oil,120.795
2004-03,Marine Diesel Oil,9.51
2004-03,Marine Fuel Oil 180 cst,260.883
2004-03,Marine Fuel Oil 380 cst,1286.775
2004-03,Marine Fuel Oil 500 cst +,0
2004-03,Low-Sulfur Marine Gas Oil,0
2004-03,Low-Sulfur Fuel Oil 100 cst,0
2004-03,Low-Sulfur Fuel Oil 180 cst,0
2004-03,Low-Sulfur Fuel Oil 380 cst,0
2004-03,Low-Sulfur Fuel Oil 500 cst,0
2004-03,Ultra Low-Sulfur Fuel Oil,0
2004-03,Others,191.209
2004-04,Marine Gas Oil,118.654
2004-04,Marine Diesel Oil,13.3
2004-04,Marine Fuel Oil 180 cst,251.599
2004-04,Marine Fuel Oil 380 cst,1427.3
2004-04,Marine Fuel Oil 500 cst +,0
2004-04,Low-Sulfur Marine Gas Oil,0
2004-04,Low-Sulfur Fuel Oil 100 cst,0
2004-04,Low-Sulfur Fuel Oil 180 cst,0
2004-04,Low-Sulfur Fuel Oil 380 cst,0
2004-04,Low-Sulfur Fuel Oil 500 cst,0
2004-04,Ultra Low-Sulfur Fuel Oil,0
2004-04,Others,174.159
2004-05,Marine Gas Oil,121.754
2004-05,Marine Diesel Oil,10.595
2004-05,Marine Fuel Oil 180 cst,238.687
2004-05,Marine Fuel Oil 380 cst,1420.321
2004-05,Marine Fuel Oil 500 cst +,0
2004-05,Low-Sulfur Marine Gas Oil,0
2004-05,Low-Sulfur Fuel Oil 100 cst,0
2004-05,Low-Sulfur Fuel Oil 180 cst,0
2004-05,Low-Sulfur Fuel Oil 380 cst,0
2004-05,Low-Sulfur Fuel Oil 500 cst,0
2004-05,Ultra Low-Sulfur Fuel Oil,0
2004-05,Others,186.207
2004-06,Marine Gas Oil,126.022
2004-06,Marine Diesel Oil,9.038
2004-06,Marine Fuel Oil 180 cst,242.761
2004-06,Marine Fuel Oil 380 cst,1400.747
2004-06,Marine Fuel Oil 500 cst +,0
2004-06,Low-Sulfur Marine Gas Oil,0
2004-06,Low-Sulfur Fuel Oil 100 cst,0
2004-06,Low-Sulfur Fuel Oil 180 cst,0
2004-06,Low-Sulfur Fuel Oil 380 cst,0
2004-06,Low-Sulfur Fuel Oil 500 cst,0
2004-06,Ultra Low-Sulfur Fuel Oil,0
2004-06,Others,184.466
2004-07,Marine Gas Oil,113.674
2004-07,Marine Diesel Oil,12.959
2004-07,Marine Fuel Oil 180 cst,251.036
2004-07,Marine Fuel Oil 380 cst,1403.165
2004-07,Marine Fuel Oil 500 cst +,0
2004-07,Low-Sulfur Marine Gas Oil,0
2004-07,Low-Sulfur Fuel Oil 100 cst,0
2004-07,Low-Sulfur Fuel Oil 180 cst,0
2004-07,Low-Sulfur Fuel Oil 380 cst,0
2004-07,Low-Sulfur Fuel Oil 500 cst,0
2004-07,Ultra Low-Sulfur Fuel Oil,0
2004-07,Others,196.708
2004-08,Marine Gas Oil,109.841
2004-08,Marine Diesel Oil,10.648
2004-08,Marine Fuel Oil 180 cst,266.594
2004-08,Marine Fuel Oil 380 cst,1404.977
2004-08,Marine Fuel Oil 500 cst +,0
2004-08,Low-Sulfur Marine Gas Oil,0
2004-08,Low-Sulfur Fuel Oil 100 cst,0
2004-08,Low-Sulfur Fuel Oil 180 cst,0
2004-08,Low-Sulfur Fuel Oil 380 cst,0
2004-08,Low-Sulfur Fuel Oil 500 cst,0
2004-08,Ultra Low-Sulfur Fuel Oil,0
2004-08,Others,187.04
2004-09,Marine Gas Oil,117.565
2004-09,Marine Diesel Oil,8.863
2004-09,Marine Fuel Oil 180 cst,232.887
2004-09,Marine Fuel Oil 380 cst,1489.332
2004-09,Marine Fuel Oil 500 cst +,0
2004-09,Low-Sulfur Marine Gas Oil,0
2004-09,Low-Sulfur Fuel Oil 100 cst,0
2004-09,Low-Sulfur Fuel Oil 180 cst,0
2004-09,Low-Sulfur Fuel Oil 380 cst,0
2004-09,Low-Sulfur Fuel Oil 500 cst,0
2004-09,Ultra Low-Sulfur Fuel Oil,0
2004-09,Others,170.862
2004-10,Marine Gas Oil,102.742
2004-10,Marine Diesel Oil,11.361
2004-10,Marine Fuel Oil 180 cst,249.859
2004-10,Marine Fuel Oil 380 cst,1464.841
2004-10,Marine Fuel Oil 500 cst +,0
2004-10,Low-Sulfur Marine Gas Oil,0
2004-10,Low-Sulfur Fuel Oil 100 cst,0
2004-10,Low-Sulfur Fuel Oil 180 cst,0
2004-10,Low-Sulfur Fuel Oil 380 cst,0
2004-10,Low-Sulfur Fuel Oil 500 cst,0
2004-10,Ultra Low-Sulfur Fuel Oil,0
2004-10,Others,176.116
2004-11,Marine Gas Oil,108.269
2004-11,Marine Diesel Oil,9.181
2004-11,Marine Fuel Oil 180 cst,253.537
2004-11,Marine Fuel Oil 380 cst,1437.136
2004-11,Marine Fuel Oil 500 cst +,0
2004-11,Low-Sulfur Marine Gas Oil,0
2004-11,Low-Sulfur Fuel Oil 100 cst,0
2004-11,Low-Sulfur Fuel Oil 180 cst,0
2004-11,Low-Sulfur Fuel Oil 380 cst,0
2004-11,Low-Sulfur Fuel Oil 500 cst,0
2004-11,Ultra Low-Sulfur Fuel Oil,0
2004-11,Others,200.623
2004-12,Marine Gas Oil,128.926
2004-12,Marine Diesel Oil,10.014
2004-12,Marine Fuel Oil 180 cst,294.996
2004-12,Marine Fuel Oil 380 cst,1490.96
2004-12,Marine Fuel Oil 500 cst +,0
2004-12,Low-Sulfur Marine Gas Oil,0
2004-12,Low-Sulfur Fuel Oil 100 cst,0
2004-12,Low-Sulfur Fuel Oil 180 cst,0
2004-12,Low-Sulfur Fuel Oil 380 cst,0
2004-12,Low-Sulfur Fuel Oil 500 cst,0
2004-12,Ultra Low-Sulfur Fuel Oil,0
2004-12,Others,231.915
2005-01,Marine Gas Oil,116.122
2005-01,Marine Diesel Oil,9.51
2005-01,Marine Fuel Oil 180 cst,246.988
2005-01,Marine Fuel Oil 380 cst,1540.322
2005-01,Marine Fuel Oil 500 cst +,161.816
2005-01,Low-Sulfur Marine Gas Oil,0
2005-01,Low-Sulfur Fuel Oil 100 cst,0
2005-01,Low-Sulfur Fuel Oil 180 cst,0
2005-01,Low-Sulfur Fuel Oil 380 cst,0
2005-01,Low-Sulfur Fuel Oil 500 cst,0
2005-01,Ultra Low-Sulfur Fuel Oil,0
2005-01,Others,27.493
2005-02,Marine Gas Oil,114.026
2005-02,Marine Diesel Oil,7.127
2005-02,Marine Fuel Oil 180 cst,239.914
2005-02,Marine Fuel Oil 380 cst,1236.277
2005-02,Marine Fuel Oil 500 cst +,187.405
2005-02,Low-Sulfur Marine Gas Oil,0
2005-02,Low-Sulfur Fuel Oil 100 cst,0
2005-02,Low-Sulfur Fuel Oil 180 cst,0
2005-02,Low-Sulfur Fuel Oil 380 cst,0
2005-02,Low-Sulfur Fuel Oil 500 cst,0
2005-02,Ultra Low-Sulfur Fuel Oil,0
2005-02,Others,22.497
2005-03,Marine Gas Oil,113.583
2005-03,Marine Diesel Oil,9.352
2005-03,Marine Fuel Oil 180 cst,229.541
2005-03,Marine Fuel Oil 380 cst,1477.57
2005-03,Marine Fuel Oil 500 cst +,208.947
2005-03,Low-Sulfur Marine Gas Oil,0
2005-03,Low-Sulfur Fuel Oil 100 cst,0
2005-03,Low-Sulfur Fuel Oil 180 cst,0
2005-03,Low-Sulfur Fuel Oil 380 cst,0
2005-03,Low-Sulfur Fuel Oil 500 cst,0
2005-03,Ultra Low-Sulfur Fuel Oil,0
2005-03,Others,30.822
2005-04,Marine Gas Oil,119.156
2005-04,Marine Diesel Oil,8.804
2005-04,Marine Fuel Oil 180 cst,266.522
2005-04,Marine Fuel Oil 380 cst,1495.534
2005-04,Marine Fuel Oil 500 cst +,226.412
2005-04,Low-Sulfur Marine Gas Oil,0
2005-04,Low-Sulfur Fuel Oil 100 cst,0
2005-04,Low-Sulfur Fuel Oil 180 cst,0
2005-04,Low-Sulfur Fuel Oil 380 cst,0
2005-04,Low-Sulfur Fuel Oil 500 cst,0
2005-04,Ultra Low-Sulfur Fuel Oil,0
2005-04,Others,36.953
2005-05,Marine Gas Oil,121.336
2005-05,Marine Diesel Oil,8.983
2005-05,Marine Fuel Oil 180 cst,230.011
2005-05,Marine Fuel Oil 380 cst,1450.227
2005-05,Marine Fuel Oil 500 cst +,233.88
2005-05,Low-Sulfur Marine Gas Oil,0
2005-05,Low-Sulfur Fuel Oil 100 cst,0
2005-05,Low-Sulfur Fuel Oil 180 cst,0
2005-05,Low-Sulfur Fuel Oil 380 cst,0
2005-05,Low-Sulfur Fuel Oil 500 cst,0
2005-05,Ultra Low-Sulfur Fuel Oil,0
2005-05,Others,36.902
2005-06,Marine Gas Oil,115.023
2005-06,Marine Diesel Oil,8.728
2005-06,Marine Fuel Oil 180 cst,256.54
2005-06,Marine Fuel Oil 380 cst,1517.435
2005-06,Marine Fuel Oil 500 cst +,214.252
2005-06,Low-Sulfur Marine Gas Oil,0
2005-06,Low-Sulfur Fuel Oil 100 cst,0
2005-06,Low-Sulfur Fuel Oil 180 cst,0
2005-06,Low-Sulfur Fuel Oil 380 cst,0
2005-06,Low-Sulfur Fuel Oil 500 cst,0
2005-06,Ultra Low-Sulfur Fuel Oil,0
2005-06,Others,25.994
2005-07,Marine Gas Oil,131.875
2005-07,Marine Diesel Oil,8.868
2005-07,Marine Fuel Oil 180 cst,269.968
2005-07,Marine Fuel Oil 380 cst,1577.44
2005-07,Marine Fuel Oil 500 cst +,221.059
2005-07,Low-Sulfur Marine Gas Oil,0
2005-07,Low-Sulfur Fuel Oil 100 cst,0
2005-07,Low-Sulfur Fuel Oil 180 cst,0
2005-07,Low-Sulfur Fuel Oil 380 cst,0
2005-07,Low-Sulfur Fuel Oil 500 cst,0
2005-07,Ultra Low-Sulfur Fuel Oil,0
2005-07,Others,31.23
2005-08,Marine Gas Oil,125.404
2005-08,Marine Diesel Oil,7.529
2005-08,Marine Fuel Oil 180 cst,243.053
2005-08,Marine Fuel Oil 380 cst,1631.125
2005-08,Marine Fuel Oil 500 cst +,226.976
2005-08,Low-Sulfur Marine Gas Oil,0
2005-08,Low-Sulfur Fuel Oil 100 cst,0
2005-08,Low-Sulfur Fuel Oil 180 cst,0
2005-08,Low-Sulfur Fuel Oil 380 cst,0
2005-08,Low-Sulfur Fuel Oil 500 cst,0
2005-08,Ultra Low-Sulfur Fuel Oil,0
2005-08,Others,34.315
2005-09,Marine Gas Oil,110.537
2005-09,Marine Diesel Oil,9.584
2005-09,Marine Fuel Oil 180 cst,266.818
2005-09,Marine Fuel Oil 380 cst,1499.761
2005-09,Marine Fuel Oil 500 cst +,214.592
2005-09,Low-Sulfur Marine Gas Oil,0
2005-09,Low-Sulfur Fuel Oil 100 cst,0
2005-09,Low-Sulfur Fuel Oil 180 cst,0
2005-09,Low-Sulfur Fuel Oil 380 cst,0
2005-09,Low-Sulfur Fuel Oil 500 cst,0
2005-09,Ultra Low-Sulfur Fuel Oil,0
2005-09,Others,35.71
2005-10,Marine Gas Oil,133.272
2005-10,Marine Diesel Oil,7.972
2005-10,Marine Fuel Oil 180 cst,271.363
2005-10,Marine Fuel Oil 380 cst,1568.102
2005-10,Marine Fuel Oil 500 cst +,237.525
2005-10,Low-Sulfur Marine Gas Oil,0
2005-10,Low-Sulfur Fuel Oil 100 cst,0
2005-10,Low-Sulfur Fuel Oil 180 cst,0
2005-10,Low-Sulfur Fuel Oil 380 cst,0
2005-10,Low-Sulfur Fuel Oil 500 cst,0
2005-10,Ultra Low-Sulfur Fuel Oil,0
2005-10,Others,33.849
2005-11,Marine Gas Oil,117.966
2005-11,Marine Diesel Oil,8.42
2005-11,Marine Fuel Oil 180 cst,242.138
2005-11,Marine Fuel Oil 380 cst,1438.011
2005-11,Marine Fuel Oil 500 cst +,241.961
2005-11,Low-Sulfur Marine Gas Oil,0
2005-11,Low-Sulfur Fuel Oil 100 cst,0
2005-11,Low-Sulfur Fuel Oil 180 cst,0
2005-11,Low-Sulfur Fuel Oil 380 cst,0
2005-11,Low-Sulfur Fuel Oil 500 cst,0
2005-11,Ultra Low-Sulfur Fuel Oil,0
2005-11,Others,36.191
2005-12,Marine Gas Oil,123.631
2005-12,Marine Diesel Oil,8.901
2005-12,Marine Fuel Oil 180 cst,234.734
2005-12,Marine Fuel Oil 380 cst,1503.713
2005-12,Marine Fuel Oil 500 cst +,238.698
2005-12,Low-Sulfur Marine Gas Oil,0
2005-12,Low-Sulfur Fuel Oil 100 cst,0
2005-12,Low-Sulfur Fuel Oil 180 cst,0
2005-12,Low-Sulfur Fuel Oil 380 cst,0
2005-12,Low-Sulfur Fuel Oil 500 cst,0
2005-12,Ultra Low-Sulfur Fuel Oil,0
2005-12,Others,34.802
2006-01,Marine Gas Oil,124.252
2006-01,Marine Diesel Oil,8.4
2006-01,Marine Fuel Oil 180 cst,231.536
2006-01,Marine Fuel Oil 380 cst,1602.909
2006-01,Marine Fuel Oil 500 cst +,227.216
2006-01,Low-Sulfur Marine Gas Oil,0
2006-01,Low-Sulfur Fuel Oil 100 cst,0
2006-01,Low-Sulfur Fuel Oil 180 cst,0
2006-01,Low-Sulfur Fuel Oil 380 cst,0
2006-01,Low-Sulfur Fuel Oil 500 cst,0
2006-01,Ultra Low-Sulfur Fuel Oil,0
2006-01,Others,35.67
2006-02,Marine Gas Oil,116.804
2006-02,Marine Diesel Oil,5.741
2006-02,Marine Fuel Oil 180 cst,244.094
2006-02,Marine Fuel Oil 380 cst,1446.893
2006-02,Marine Fuel Oil 500 cst +,214.713
2006-02,Low-Sulfur Marine Gas Oil,0
2006-02,Low-Sulfur Fuel Oil 100 cst,0
2006-02,Low-Sulfur Fuel Oil 180 cst,0
2006-02,Low-Sulfur Fuel Oil 380 cst,0
2006-02,Low-Sulfur Fuel Oil 500 cst,0
2006-02,Ultra Low-Sulfur Fuel Oil,0
2006-02,Others,29.701
2006-03,Marine Gas Oil,126.163
2006-03,Marine Diesel Oil,5.738
2006-03,Marine Fuel Oil 180 cst,254.51
2006-03,Marine Fuel Oil 380 cst,1640.138
2006-03,Marine Fuel Oil 500 cst +,236.829
2006-03,Low-Sulfur Marine Gas Oil,0
2006-03,Low-Sulfur Fuel Oil 100 cst,0
2006-03,Low-Sulfur Fuel Oil 180 cst,0
2006-03,Low-Sulfur Fuel Oil 380 cst,0
2006-03,Low-Sulfur Fuel Oil 500 cst,0
2006-03,Ultra Low-Sulfur Fuel Oil,0
2006-03,Others,39.223
2006-04,Marine Gas Oil,104.046
2006-04,Marine Diesel Oil,4.35
2006-04,Marine Fuel Oil 180 cst,222.098
2006-04,Marine Fuel Oil 380 cst,1619.363
2006-04,Marine Fuel Oil 500 cst +,231.361
2006-04,Low-Sulfur Marine Gas Oil,0
2006-04,Low-Sulfur Fuel Oil 100 cst,0
2006-04,Low-Sulfur Fuel Oil 180 cst,0
2006-04,Low-Sulfur Fuel Oil 380 cst,0
2006-04,Low-Sulfur Fuel Oil 500 cst,0
2006-04,Ultra Low-Sulfur Fuel Oil,0
2006-04,Others,36.511
2006-05,Marine Gas Oil,132.839
2006-05,Marine Diesel Oil,4.785
2006-05,Marine Fuel Oil 180 cst,262.66
2006-05,Marine Fuel Oil 380 cst,1836.363
2006-05,Marine Fuel Oil 500 cst +,220.613
2006-05,Low-Sulfur Marine Gas Oil,0
2006-05,Low-Sulfur Fuel Oil 100 cst,0
2006-05,Low-Sulfur Fuel Oil 180 cst,0
2006-05,Low-Sulfur Fuel Oil 380 cst,0
2006-05,Low-Sulfur Fuel Oil 500 cst,0
2006-05,Ultra Low-Sulfur Fuel Oil,0
2006-05,Others,34.37
2006-06,Marine Gas Oil,122.739
2006-06,Marine Diesel Oil,3.963
2006-06,Marine Fuel Oil 180 cst,239.153
2006-06,Marine Fuel Oil 380 cst,1565.173
2006-06,Marine Fuel Oil 500 cst +,225.537
2006-06,Low-Sulfur Marine Gas Oil,0
2006-06,Low-Sulfur Fuel Oil 100 cst,0
2006-06,Low-Sulfur Fuel Oil 180 cst,0
2006-06,Low-Sulfur Fuel Oil 380 cst,0
2006-06,Low-Sulfur Fuel Oil 500 cst,0
2006-06,Ultra Low-Sulfur Fuel Oil,0
2006-06,Others,36.352
2006-07,Marine Gas Oil,117.773
2006-07,Marine Diesel Oil,3.311
2006-07,Marine Fuel Oil 180 cst,268.466
2006-07,Marine Fuel Oil 380 cst,1662.833
2006-07,Marine Fuel Oil 500 cst +,265.381
2006-07,Low-Sulfur Marine Gas Oil,0
2006-07,Low-Sulfur Fuel Oil 100 cst,0
2006-07,Low-Sulfur Fuel Oil 180 cst,0
2006-07,Low-Sulfur Fuel Oil 380 cst,0
2006-07,Low-Sulfur Fuel Oil 500 cst,0
2006-07,Ultra Low-Sulfur Fuel Oil,0
2006-07,Others,29.934
2006-08,Marine Gas Oil,136.26
2006-08,Marine Diesel Oil,2.407
2006-08,Marine Fuel Oil 180 cst,232.136
2006-08,Marine Fuel Oil 380 cst,1810.987
2006-08,Marine Fuel Oil 500 cst +,296.092
2006-08,Low-Sulfur Marine Gas Oil,0
2006-08,Low-Sulfur Fuel Oil 100 cst,0
2006-08,Low-Sulfur Fuel Oil 180 cst,0
2006-08,Low-Sulfur Fuel Oil 380 cst,0
2006-08,Low-Sulfur Fuel Oil 500 cst,0
2006-08,Ultra Low-Sulfur Fuel Oil,0
2006-08,Others,40.837
2006-09,Marine Gas Oil,134.282
2006-09,Marine Diesel Oil,2.148
2006-09,Marine Fuel Oil 180 cst,256.524
2006-09,Marine Fuel Oil 380 cst,1735.982
2006-09,Marine Fuel Oil 500 cst +,251.046
2006-09,Low-Sulfur Marine Gas Oil,0
2006-09,Low-Sulfur Fuel Oil 100 cst,0
2006-09,Low-Sulfur Fuel Oil 180 cst,0
2006-09,Low-Sulfur Fuel Oil 380 cst,0
2006-09,Low-Sulfur Fuel Oil 500 cst,0
2006-09,Ultra Low-Sulfur Fuel Oil,0
2006-09,Others,30.72
2006-10,Marine Gas Oil,138.928
2006-10,Marine Diesel Oil,3.769
2006-10,Marine Fuel Oil 180 cst,272.384
2006-10,Marine Fuel Oil 380 cst,1798.089
2006-10,Marine Fuel Oil 500 cst +,309.869
2006-10,Low-Sulfur Marine Gas Oil,0
2006-10,Low-Sulfur Fuel Oil 100 cst,0
2006-10,Low-Sulfur Fuel Oil 180 cst,0
2006-10,Low-Sulfur Fuel Oil 380 cst,0
2006-10,Low-Sulfur Fuel Oil 500 cst,0
2006-10,Ultra Low-Sulfur Fuel Oil,0
2006-10,Others,32.987
2006-11,Marine Gas Oil,126.53
2006-11,Marine Diesel Oil,2.049
2006-11,Marine Fuel Oil 180 cst,247.468
2006-11,Marine Fuel Oil 380 cst,1717.936
2006-11,Marine Fuel Oil 500 cst +,268.827
2006-11,Low-Sulfur Marine Gas Oil,0
2006-11,Low-Sulfur Fuel Oil 100 cst,0
2006-11,Low-Sulfur Fuel Oil 180 cst,0
2006-11,Low-Sulfur Fuel Oil 380 cst,0
2006-11,Low-Sulfur Fuel Oil 500 cst,0
2006-11,Ultra Low-Sulfur Fuel Oil,0
2006-11,Others,28.09
2006-12,Marine Gas Oil,134.322
2006-12,Marine Diesel Oil,3.435
2006-12,Marine Fuel Oil 180 cst,271.477
2006-12,Marine Fuel Oil 380 cst,1923.143
2006-12,Marine Fuel Oil 500 cst +,294.459
2006-12,Low-Sulfur Marine Gas Oil,0
2006-12,Low-Sulfur Fuel Oil 100 cst,0
2006-12,Low-Sulfur Fuel Oil 180 cst,0
2006-12,Low-Sulfur Fuel Oil 380 cst,0
2006-12,Low-Sulfur Fuel Oil 500 cst,0
2006-12,Ultra Low-Sulfur Fuel Oil,0
2006-12,Others,35.416
2007-01,Marine Gas Oil,127.956
2007-01,Marine Diesel Oil,2.079
2007-01,Marine Fuel Oil 180 cst,212.924
2007-01,Marine Fuel Oil 380 cst,1615.272
